Species,Accepted,Class,Order,Family,Mass,Mass imputed
Anthracoceros malayanus,Anthracoceros malayanus,Aves,Bucerotiformes,Bucerotidae,1050,FALSE
Anthracoceros marchei,Anthracoceros marchei,Aves,Bucerotiformes,Bucerotidae,750,FALSE
Anthracoceros montani,Anthracoceros montani,Aves,Bucerotiformes,Bucerotidae,714.56,FALSE
Buceros rhinoceros,Buceros rhinoceros,Aves,Bucerotiformes,Bucerotidae,2371.58,FALSE
Buceros bicornis,Buceros bicornis,Aves,Bucerotiformes,Bucerotidae,2790.79,FALSE
Buceros hydrocorax,Buceros hydrocorax,Aves,Bucerotiformes,Bucerotidae,1409.59,FALSE
Rhinoplax vigil,Rhinoplax vigil,Aves,Bucerotiformes,Bucerotidae,2887.64,FALSE
Anorrhinus tickelli,Anorrhinus tickelli,Aves,Bucerotiformes,Bucerotidae,792.64,FALSE
Anorrhinus austeni,Anorrhinus austeni,Aves,Bucerotiformes,Bucerotidae,1079.5,FALSE
Anorrhinus galeritus,Anorrhinus galeritus,Aves,Bucerotiformes,Bucerotidae,1172,FALSE
Penelopides affinis,Penelopides affinis,Aves,Bucerotiformes,Bucerotidae,485.12,FALSE
Penelopides manillae,Penelopides manillae,Aves,Bucerotiformes,Bucerotidae,460.86,FALSE
Penelopides mindorensis,Penelopides mindorensis,Aves,Bucerotiformes,Bucerotidae,462,FALSE
Penelopides panini,Penelopides panini,Aves,Bucerotiformes,Bucerotidae,470.54,FALSE
Penelopides exarhatus,Penelopides exarhatus,Aves,Bucerotiformes,Bucerotidae,370,FALSE
Aceros comatus,Berenicornis comatus,Aves,Bucerotiformes,Bucerotidae,1470,FALSE
Aceros nipalensis,Aceros nipalensis,Aves,Bucerotiformes,Bucerotidae,2385,FALSE
Aceros corrugatus,Aceros corrugatus,Aves,Bucerotiformes,Bucerotidae,1590,FALSE
Aceros waldeni,Aceros waldeni,Aves,Bucerotiformes,Bucerotidae,1748.8,FALSE
Aceros leucocephalus,Aceros leucocephalus,Aves,Bucerotiformes,Bucerotidae,1086,FALSE
Aceros cassidix,Aceros cassidix,Aves,Bucerotiformes,Bucerotidae,2360,FALSE
Aceros undulatus,Rhyticeros undulatus,Aves,Bucerotiformes,Bucerotidae,2214.55,FALSE
Aceros narcondami,Rhyticeros narcondami,Aves,Bucerotiformes,Bucerotidae,697.17,FALSE
Aceros everetti,Rhyticeros everetti,Aves,Bucerotiformes,Bucerotidae,1748.8,FALSE
Aceros subruficollis,Rhyticeros subruficollis,Aves,Bucerotiformes,Bucerotidae,2042,FALSE
Aceros plicatus,Rhyticeros plicatus,Aves,Bucerotiformes,Bucerotidae,1703.76,FALSE
Bycanistes bucinator,Bycanistes bucinator,Aves,Bucerotiformes,Bucerotidae,639.38,FALSE
Bycanistes fistulator,Bycanistes fistulator,Aves,Bucerotiformes,Bucerotidae,508.09,FALSE
Bycanistes brevis,Bycanistes brevis,Aves,Bucerotiformes,Bucerotidae,1232.84,FALSE
Bycanistes subcylindricus,Bycanistes subcylindricus,Aves,Bucerotiformes,Bucerotidae,1195.4,FALSE
Bycanistes cylindricus,Bycanistes cylindricus,Aves,Bucerotiformes,Bucerotidae,921,FALSE
Ceratogymna atrata,Ceratogymna atrata,Aves,Bucerotiformes,Bucerotidae,1194.79,FALSE
Ceratogymna elata,Ceratogymna elata,Aves,Bucerotiformes,Bucerotidae,1917.02,FALSE
Bucorvus abyssinicus,Bucorvus abyssinicus,Aves,Bucerotiformes,Bucorvidae,4000,FALSE
Bucorvus cafer,Bucorvus leadbeateri,Aves,Bucerotiformes,Bucorvidae,3743.62,FALSE
Phoeniculus purpureus,Phoeniculus purpureus,Aves,Bucerotiformes,Phoeniculidae,73.21,FALSE
Phoeniculus damarensis,Phoeniculus damarensis,Aves,Bucerotiformes,Phoeniculidae,81.8,FALSE
Phoeniculus somaliensis,Phoeniculus somaliensis,Aves,Bucerotiformes,Phoeniculidae,26.5,FALSE
Phoeniculus bollei,Phoeniculus bollei,Aves,Bucerotiformes,Phoeniculidae,54.6,FALSE
Phoeniculus castaneiceps,Phoeniculus castaneiceps,Aves,Bucerotiformes,Phoeniculidae,24.4,FALSE
Rhinopomastus aterrimus,Rhinopomastus aterrimus,Aves,Bucerotiformes,Phoeniculidae,27.11,FALSE
Rhinopomastus cyanomelas,Rhinopomastus cyanomelas,Aves,Bucerotiformes,Phoeniculidae,27.11,FALSE
Rhinopomastus minor,Rhinopomastus minor,Aves,Bucerotiformes,Phoeniculidae,21.7,FALSE
Apaloderma narina,Apaloderma narina,Aves,Trogoniformes,Trogonidae,67.69,FALSE
Apaloderma aequatoriale,Apaloderma aequatoriale,Aves,Trogoniformes,Trogonidae,58.02,FALSE
Apaloderma vittatum,Apaloderma vittatum,Aves,Trogoniformes,Trogonidae,55,FALSE
Pharomachrus mocinno,Pharomachrus mocinno,Aves,Trogoniformes,Trogonidae,202.46,FALSE
Pharomachrus antisianus,Pharomachrus antisianus,Aves,Trogoniformes,Trogonidae,152.05,FALSE
Pharomachrus fulgidus,Pharomachrus fulgidus,Aves,Trogoniformes,Trogonidae,160,FALSE
Pharomachrus auriceps,Pharomachrus auriceps,Aves,Trogoniformes,Trogonidae,180,FALSE
Pharomachrus pavoninus,Pharomachrus pavoninus,Aves,Trogoniformes,Trogonidae,163,FALSE
Euptilotis neoxenus,Euptilotis neoxenus,Aves,Trogoniformes,Trogonidae,122.32,FALSE
Priotelus temnurus,Priotelus temnurus,Aves,Trogoniformes,Trogonidae,53.4,FALSE
Priotelus roseigaster,Priotelus roseigaster,Aves,Trogoniformes,Trogonidae,74.19,FALSE
Trogon massena,Trogon massena,Aves,Trogoniformes,Trogonidae,141,FALSE
Trogon melanurus,Trogon melanurus,Aves,Trogoniformes,Trogonidae,114,FALSE
Trogon clathratus,Trogon clathratus,Aves,Trogoniformes,Trogonidae,130,FALSE
Trogon comptus,Trogon comptus,Aves,Trogoniformes,Trogonidae,114,FALSE
Trogon bairdii,Trogon bairdii,Aves,Trogoniformes,Trogonidae,94.4,FALSE
Trogon viridis,Trogon viridis,Aves,Trogoniformes,Trogonidae,89.69,FALSE
Trogon citreolus,Trogon citreolus,Aves,Trogoniformes,Trogonidae,79,FALSE
Trogon melanocephalus,Trogon melanocephalus,Aves,Trogoniformes,Trogonidae,85.1,FALSE
Trogon mexicanus,Trogon mexicanus,Aves,Trogoniformes,Trogonidae,71,FALSE
Trogon elegans,Trogon elegans,Aves,Trogoniformes,Trogonidae,70.89,FALSE
Trogon collaris,Trogon collaris,Aves,Trogoniformes,Trogonidae,65.43,FALSE
Trogon personatus,Trogon personatus,Aves,Trogoniformes,Trogonidae,63.39,FALSE
Trogon rufus,Trogon rufus,Aves,Trogoniformes,Trogonidae,53.8,FALSE
Trogon surrucura,Trogon surrucura,Aves,Trogoniformes,Trogonidae,73.29,FALSE
